Product_Title,Price,Shop_Name,URL,Image_Url,Product_Code,Category_Id
APPLE MAGIC MOUSE 2 WIRELESS BLUETOOTH OPTIMIZED FOOT DESIGN, 7750,BDSTALL,https://www.bdstall.com/details/apple-magic-mouse-2-wireless-bluetooth-optimized-foot-design-41759/,https://www.bdstall.com/asset/product-image/big_76210.jpeg,1,3
A4TECH BLOODY J90 RGB ANIMATION GAMING MOUSE, 2000,BDSTALL,https://www.bdstall.com/details/a4tech-bloody-j90-rgb-animation-gaming-mouse-49765/,https://www.bdstall.com/asset/product-image/big_95048.jpg,1,3
LOGITECH G502 PROTEUS SPECTRUM OPTICAL GAMING MOUSE, 6500,BDSTALL,https://www.bdstall.com/details/logitech-g502-proteus-spectrum-optical-gaming-mouse-27497/,https://www.bdstall.com/asset/product-image/big_45094.png,1,3
LOGITECH G402 HYPERION FURY FPS GAMING MOUSE 8-KEY HI SPEED, 2800,BDSTALL,https://www.bdstall.com/details/logitech-g402-hyperion-fury-fps-gaming-mouse-8-key-hi-speed-25529/,https://www.bdstall.com/asset/product-image/big_40639.jpg,1,3
HP OPTICAL SENSOR WIRLESS MOUSE, 380,BDSTALL,https://www.bdstall.com/details/hp-optical-sensor-wirless-mouse-47726/,https://www.bdstall.com/asset/product-image/big_89127.jpeg,1,3
A4TECH FG10 FSTYLER WIRELESS MOUSE, 600,BDSTALL,https://www.bdstall.com/details/a4tech-fg10-fstyler-wireless-mouse-49767/,https://www.bdstall.com/asset/product-image/big_94954.jpg,1,3
LOGITECH COMBO WIRELESS KEYBOARD AND OPTICAL MOUSE MK345, 2450,BDSTALL,https://www.bdstall.com/details/logitech-combo-wireless-keyboard-and-optical-mouse-mk345-25533/,https://www.bdstall.com/asset/product-image/big_40659.jpg,1,3
LOGITECH G102 PRODIGY RGB LED USB GAMING MOUSE, 1850,BDSTALL,https://www.bdstall.com/details/logitech-g102-prodigy-rgb-led-usb-gaming-mouse-33761/,https://www.bdstall.com/asset/product-image/big_58690.png,1,3
RAPOO V210 VPRO BLACK RGB STYLISH GAMING MOUSE, 1500,BDSTALL,https://www.bdstall.com/details/rapoo-v210-vpro-black-rgb-stylish-gaming-mouse-49768/,https://www.bdstall.com/asset/product-image/big_94934.jpg,1,3
LOGITECH MK220 2.4GHZ WIRELESS KEYBOARD MOUSE COMBO SET, 1550,BDSTALL,https://www.bdstall.com/details/logitech-mk220-24ghz-wireless-keyboard-mouse-combo-set-22734/,https://www.bdstall.com/asset/product-image/big_67567.jpg,1,3
A4 TECH Q5081S NEON X'GLIDE GAMING MOUSE AND  MOUSE PAD, 1650,BDSTALL,https://www.bdstall.com/details/a4-tech-q5081s-neon-xglide-gaming-mouse-and-mouse-pad-45195/,https://www.bdstall.com/asset/product-image/big_83471.jpg,1,3
RAPOO 3510 PLUS WIRELESS OPTICAL MOUSE, 1200,BDSTALL,https://www.bdstall.com/details/rapoo-3510-plus-wireless-optical-mouse-44639/,https://www.bdstall.com/asset/product-image/big_82366.jpg,1,3
RAPOO 1090P HIGH PERFORMANCE WIRELESS OPTICAL MOUSE, 800,BDSTALL,https://www.bdstall.com/details/rapoo-1090p-high-performance-wireless-optical-mouse-34083/,https://www.bdstall.com/asset/product-image/big_82307.jpg,1,3
RAPOO V280 OPTICAL GAMING MOUSE, 1950,BDSTALL,https://www.bdstall.com/details/rapoo-v280-optical-gaming-mouse-44245/,https://www.bdstall.com/asset/product-image/big_81683.jpg,1,3
LOGITECH G102 PRODIGY 16.8M LED CLASSIC GAMING MOUSE, 1850,BDSTALL,https://www.bdstall.com/details/logitech-g102-prodigy-168m-led-classic-gaming-mouse-31680/,https://www.bdstall.com/asset/product-image/big_54203.jpg,1,3
A4TECH BLOODY Q80 NEON X'GLID TANGLE FREE GAMING MOUSE, 1450,BDSTALL,https://www.bdstall.com/details/a4tech-bloody-q80-neon-xglid-tangle-free-gaming-mouse-39385/,https://www.bdstall.com/asset/product-image/big_71026.jpg,1,3
A4TECH OP-550NU V-TRACK PADLESS OPTICAL MOUSE, 290,BDSTALL,https://www.bdstall.com/details/a4tech-op-550nu-v-track-padless-optical-mouse-37812/,https://www.bdstall.com/asset/product-image/big_67588.jpg,1,3
DELL E2016HV 19.5 INCH 1600 X 900 HD RESOLUTION LED MONITOR, 6400,BDSTALL,https://www.bdstall.com/details/dell-e2016hv-195-inch-1600-x-900-hd-resolution-led-monitor-23783/,https://www.bdstall.com/asset/product-image/big_61807.jpg,1,4
